7F00364F	Voltage Smoothing: Characterizing and Mitigating Voltage Noise in Production Processors via Software-Guided Thread Scheduling	voltage smoothing characterizing and mitigating voltage noise in production processors via software guided thread scheduling	2010	2010/12/04	10.1109/MICRO.2010.35	international symposium on microarchitecture	micro		4499A295	19282
7EE4E0AB	Task Superscalar: An Out-of-Order Task Pipeline	task superscalar an out of order task pipeline	2010	2010/12/04	10.1109/MICRO.2010.13	international symposium on microarchitecture	micro		4499A295	19060
8513781F	Enabling coordinated register allocation and thread-level parallelism optimization for GPUs	enabling coordinated register allocation and thread level parallelism optimization for gpus	2015	2015/12/05	10.1145/2830772.2830813	international symposium on microarchitecture	micro		4499A295	19555
76F8A74B	Hardware Prefetchers Leak: A Revisit of SVF for Cache-Timing Attacks	hardware prefetchers leak a revisit of svf for cache timing attacks	2012	2012/12	10.1109/MICROW.2012.13	international symposium on microarchitecture	micro		4499A295	17401
85A31F59	Evaluating the effects of cache redundancy on profit	evaluating the effects of cache redundancy on profit	2008	2008/11	10.1109/MICRO.2008.4771807	international symposium on microarchitecture	micro		4499A295	19555
778168FA	AVF Stressmark: Towards an Automated Methodology for Bounding the Worst-Case Vulnerability to Soft Errors	avf stressmark towards an automated methodology for bounding the worst case vulnerability to soft errors	2010	2010/12/04	10.1109/MICRO.2010.34	international symposium on microarchitecture	micro		4499A295	17414
7E804D96	Flattened Butterfly Topology for On-Chip Networks	flattened butterfly topology for on chip networks	2007	2007/12/01	10.1109/L-CA.2007.10	international symposium on microarchitecture	micro		4499A295	17641
7DBB6205	Improving Cache Management Policies Using Dynamic Reuse Distances	improving cache management policies using dynamic reuse distances	2012	2012/12/01	10.1109/MICRO.2012.43	international symposium on microarchitecture	micro		4499A295	19113
85CF14EB	Efficient unicast and multicast support for CMPs	efficient unicast and multicast support for cmps	2008	2008/11	10.1109/MICRO.2008.4771805	international symposium on microarchitecture	micro		4499A295	19555
7E1098E9	Combating Aging with the Colt Duty Cycle Equalizer	combating aging with the colt duty cycle equalizer	2010	2010/12/04	10.1109/MICRO.2010.37	international symposium on microarchitecture	micro		4499A295	19121
77083055	KnightShift: Scaling the Energy Proportionality Wall through Server-Level Heterogeneity	knightshift scaling the energy proportionality wall through server level heterogeneity	2012	2012/12/01	10.1109/MICRO.2012.20	international symposium on microarchitecture	micro		4499A295	19263
807784DA	SHARK: Architectural support for autonomic protection against stealth by rootkit exploits	shark architectural support for autonomic protection against stealth by rootkit exploits	2008	2008/11/08	10.1109/MICRO.2008.4771783	international symposium on microarchitecture	micro		4499A295	18916
800C2046	Adaptive Flow Control for Robust Performance and Energy	adaptive flow control for robust performance and energy	2010	2010/12/04	10.1109/MICRO.2010.48	international symposium on microarchitecture	micro		4499A295	19059
860274F4	Facelift: Hiding and slowing down aging in multicores	facelift hiding and slowing down aging in multicores	2008	2008/11	10.1109/MICRO.2008.4771785	international symposium on microarchitecture	micro		4499A295	19555
841377B1	Read-after-read memory dependence prediction	read after read memory dependence prediction	1999	1999/11/16	10.1109/MICRO.1999.809455	international symposium on microarchitecture	micro		4499A295	18974
